LipidSpecies,LipidClass,Mass,IsobaricClass,ChemicalFormula,DerivatizedForm,AdductIon,LipidCategory,ScanPolarity,Intensity:240506_lung_WT_45084_a.mzML,Intensity:240506_lung_WT_45083_b.mzML,Intensity:240506_lung_KO_44938_a.mzML,Intensity:240506_Blank_49932_a.mzML,Intensity:240506_lung_KO_44939_b.mzML,Intensity:240506_Blank_49932_b.mzML,Intensity:240506_QC_49936_a.mzML,Intensity:240506_lung_KO_44939_a.mzML,Intensity:240506_lung_KO_44938_b.mzML,Intensity:240506_lung_WT_45084_b.mzML,Intensity:240506_lung_WT_45083_a.mzML,Intensity:240506_QC_49936_b.mzML,IdentificationLevel,QuantificationIon,PrecursorIdentifier,FragmentAIdentifier,FragmentBIdentifier,FragmentCIdentifier,PrecursorIntensity:240506_lung_WT_45084_a.mzML,PrecursorIntensity:240506_lung_WT_45083_b.mzML,PrecursorIntensity:240506_lung_KO_44938_a.mzML,PrecursorIntensity:240506_Blank_49932_a.mzML,PrecursorIntensity:240506_lung_KO_44939_b.mzML,PrecursorIntensity:240506_Blank_49932_b.mzML,PrecursorIntensity:240506_QC_49936_a.mzML,PrecursorIntensity:240506_lung_KO_44939_a.mzML,PrecursorIntensity:240506_lung_KO_44938_b.mzML,PrecursorIntensity:240506_lung_WT_45084_b.mzML,PrecursorIntensity:240506_lung_WT_45083_a.mzML,PrecursorIntensity:240506_QC_49936_b.mzML,FragmentAIntensity:240506_lung_WT_45084_a.mzML,FragmentAIntensity:240506_lung_WT_45083_b.mzML,FragmentAIntensity:240506_lung_KO_44938_a.mzML,FragmentAIntensity:240506_Blank_49932_a.mzML,FragmentAIntensity:240506_lung_KO_44939_b.mzML,FragmentAIntensity:240506_Blank_49932_b.mzML,FragmentAIntensity:240506_QC_49936_a.mzML,FragmentAIntensity:240506_lung_KO_44939_a.mzML,FragmentAIntensity:240506_lung_KO_44938_b.mzML,FragmentAIntensity:240506_lung_WT_45084_b.mzML,FragmentAIntensity:240506_lung_WT_45083_a.mzML,FragmentAIntensity:240506_QC_49936_b.mzML,FragmentBIntensity:240506_lung_WT_45084_a.mzML,FragmentBIntensity:240506_lung_WT_45083_b.mzML,FragmentBIntensity:240506_lung_KO_44938_a.mzML,FragmentBIntensity:240506_Blank_49932_a.mzML,FragmentBIntensity:240506_lung_KO_44939_b.mzML,FragmentBIntensity:240506_Blank_49932_b.mzML,FragmentBIntensity:240506_QC_49936_a.mzML,FragmentBIntensity:240506_lung_KO_44939_a.mzML,FragmentBIntensity:240506_lung_KO_44938_b.mzML,FragmentBIntensity:240506_lung_WT_45084_b.mzML,FragmentBIntensity:240506_lung_WT_45083_a.mzML,FragmentBIntensity:240506_QC_49936_b.mzML,FragmentCIntensity:240506_lung_WT_45084_a.mzML,FragmentCIntensity:240506_lung_WT_45083_b.mzML,FragmentCIntensity:240506_lung_KO_44938_a.mzML,FragmentCIntensity:240506_Blank_49932_a.mzML,FragmentCIntensity:240506_lung_KO_44939_b.mzML,FragmentCIntensity:240506_Blank_49932_b.mzML,FragmentCIntensity:240506_QC_49936_a.mzML,FragmentCIntensity:240506_lung_KO_44939_a.mzML,FragmentCIntensity:240506_lung_KO_44938_b.mzML,FragmentCIntensity:240506_lung_WT_45084_b.mzML,FragmentCIntensity:240506_lung_WT_45083_a.mzML,FragmentCIntensity:240506_QC_49936_b.mzML,PrecursorERRppm,FragmentAERRppm,FragmentBERRppm,FragmentCERRppm,FragmentAMass,FragmentBMass,FragmentCMass,FragmentAAdductIon,FragmentBAdductIon,FragmentCAdductIon,FragmentAChemicalFormula,FragmentBChemicalFormula,FragmentCChemicalFormula,NeutralChemicalFormula
PC 16:1_20:5,PC,836.5460740494103,,C46 H79 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,2753.3,0.0,5007.2,0.0,4347.2,0.0,0.0,6739.7,5165.8,0.0,0.0,0.0,MS2,FragmentA and FragmentB,[PC 16:1_20:5 +CH3COO]-,FA 16:1 (+O),FA 20:5 (+O),,1818060.3,0.0,2130426.3,0.0,1793111.7,0.0,0.0,1691648.8,1810966.9,0.0,0.0,0.0,3564.8,0.0,8945.1,0.0,6863.3,0.0,0.0,12346.0,9227.5,0.0,0.0,0.0,1941.9,0.0,1069.4,0.0,1831.0,0.0,0.0,1133.4,1104.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,1.37,0.95,,253.2176513671875,301.21759033203125,,-H+,-H+,,C16 H29 O2,C20 H29 O2,,C44 H76 O8 N1 P1
PC 14:0_22:5,PC,838.5615472897282,,C46 H81 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,3859.2,2208.1,1911.1,0.0,430.7,0.0,3212.5,1968.1,326.9,4578.6,3304.3,3873.0,MS2,FragmentA and FragmentB,[PC 14:0_22:5 +CH3COO]-,FA 14:0 (+O),FA 22:5 (+O),,3524341.2,3046663.0,3574761.8,0.0,2944985.0,0.0,2433995.0,2806559.0,3164115.1,3743543.2,3566306.1,2813737.6,7720.2,4418.0,3823.9,0.0,863.2,0.0,6426.8,3937.8,655.5,9158.9,6610.2,7747.7,-1.7,-1.7,-1.7,0.0,-1.7,0.0,-1.7,-1.7,-1.7,-1.7,-1.7,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.83,1.83,,227.20184326171875,329.24920654296875,,-H+,-H+,,C14 H27 O2,C22 H33 O2,,C44 H78 O8 N1 P1
PC 16:1_20:4,PC,838.5615472897282,,C46 H81 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,46339.7,54383.9,61807.4,0.0,49103.1,0.0,46915.5,56545.1,71796.4,62226.4,75199.5,63982.4,MS2,FragmentA and FragmentB,[PC 16:1_20:4 +CH3COO]-,FA 16:1 (+O),FA 20:4 (+O),,3524341.2,3046663.0,3574761.8,0.0,2944985.0,0.0,2433995.0,2806559.0,3164115.1,3743543.2,3566306.1,2813737.6,33621.4,38945.1,45031.3,0.0,43035.4,0.0,30743.6,44418.1,52769.3,42710.6,51539.3,38122.8,59058.1,69822.8,78583.5,0.0,55170.7,0.0,63087.3,68672.2,90823.5,81742.3,98859.7,89842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,1.43,0.15,,253.21766662597656,303.2330017089844,,-H+,-H+,,C16 H29 O2,C20 H31 O2,,C44 H78 O8 N1 P1
PC 16:0_20:5,PC,838.5615472897282,,C46 H81 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,17820.9,21547.0,21265.2,0.0,29122.3,0.0,19821.6,20599.4,26075.5,27891.4,22511.7,29397.4,MS2,FragmentA and FragmentB,[PC 16:0_20:5 +CH3COO]-,FA 16:0 (+O),FA 20:5 (+O),,3524341.2,3046663.0,3574761.8,0.0,2944985.0,0.0,2433995.0,2806559.0,3164115.1,3743543.2,3566306.1,2813737.6,19261.2,33726.2,24000.8,0.0,40116.9,0.0,28656.9,25841.6,31359.7,40151.6,33609.4,44228.4,16380.6,9367.7,18529.6,0.0,18127.7,0.0,10986.3,15357.3,20791.4,15631.3,11414.0,14566.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,2.45,2.57,,255.23358154296875,301.21807861328125,,-H+,-H+,,C16 H31 O2,C20 H29 O2,,C44 H78 O8 N1 P1
PC 18:2_18:3,PC,838.5615472897282,,C46 H81 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,8602.4,10627.8,16494.2,0.0,8239.8,0.0,0.0,11771.1,14714.6,0.0,22190.9,8516.4,MS2,FragmentA and FragmentB,[PC 18:2_18:3 +CH3COO]-,FA 18:2 (+O),FA 18:3 (+O),,3524341.2,3046663.0,3574761.8,0.0,2944985.0,0.0,0.0,2806559.0,3164115.1,0.0,3566306.1,2813737.6,15232.9,15191.7,30839.8,0.0,15683.8,0.0,0.0,20067.3,27643.3,0.0,34910.5,14580.6,1971.8,6063.9,2148.5,0.0,795.8,0.0,0.0,3474.8,1785.8,0.0,9471.4,2452.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,0.71,0.15,,279.233154296875,277.21734619140625,,-H+,-H+,,C18 H31 O2,C18 H29 O2,,C44 H78 O8 N1 P1
PC 14:0_22:4,PC,840.5772499818897,,C46 H83 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,13643.7,737.6,18380.1,0.0,0.0,0.0,4939.3,3718.4,6445.3,2679.1,651.1,11015.2,MS2,FragmentA and FragmentB,[PC 14:0_22:4 +CH3COO]-,FA 14:0 (+O),FA 22:4 (+O),,1884841.8,1951068.2,2294005.8,0.0,0.0,0.0,1833034.7,1893548.0,2164462.4,2187325.0,2135958.0,2215393.8,5759.7,1476.8,2611.8,0.0,0.0,0.0,4235.5,4030.8,6615.6,5360.0,1304.0,6550.7,21527.8,-1.7,34148.4,0.0,0.0,0.0,5643.2,3406.1,6274.9,-1.7,-1.7,15479.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1.63,0.82,,227.2020263671875,331.2645263671875,,-H+,-H+,,C14 H27 O2,C22 H35 O2,,C44 H80 O8 N1 P1
PC 16:1_20:3,PC,840.5772499818897,,C46 H83 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,33047.2,30799.5,52609.5,0.0,40851.8,0.0,25932.6,47298.3,51113.4,28792.0,35242.7,31338.5,MS2,FragmentA and FragmentB,[PC 16:1_20:3 +CH3COO]-,FA 16:1 (+O),FA 20:3 (+O),,1884841.8,1951068.2,2294005.8,0.0,2021660.9,0.0,1833034.7,1893548.0,2164462.4,2187325.0,2135958.0,2215393.8,46888.1,50722.2,76507.9,0.0,65829.8,0.0,40967.3,78613.4,78670.5,42510.5,58394.8,44078.9,19206.4,10876.9,28711.0,0.0,15873.8,0.0,10897.9,15983.2,23556.2,15073.5,12090.6,18598.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1.55,-0.23,,253.2176971435547,305.24853515625,,-H+,-H+,,C16 H29 O2,C20 H33 O2,,C44 H80 O8 N1 P1
PC 16:0_20:4,PC,840.5772499818897,,C46 H83 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,1075207.9,968699.9,1325002.8,0.0,944673.1,0.0,935669.4,966781.2,1143426.3,1040367.2,1149630.7,1149287.6,MS2,FragmentA and FragmentB,[PC 16:0_20:4 +CH3COO]-,FA 16:0 (+O),FA 20:4 (+O),,1884841.8,1951068.2,2294005.8,0.0,2021660.9,0.0,1833034.7,1893548.0,2164462.4,2187325.0,2135958.0,2215393.8,768980.8,696357.8,957622.7,0.0,711774.0,0.0,667965.6,716361.2,818040.4,759670.4,810662.2,863837.3,1381435.0,1241041.9,1692382.9,0.0,1177572.3,0.0,1203373.1,1217201.2,1468812.2,1321064.1,1488599.2,1434737.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1.74,0.56,,255.2333984375,303.2331237792969,,-H+,-H+,,C16 H31 O2,C20 H31 O2,,C44 H80 O8 N1 P1
PC 18:2_18:2,PC,840.5772499818897,,C46 H83 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,73564.0,56485.4,99244.5,0.0,54502.2,0.0,60096.6,55588.6,86555.6,69347.1,64553.2,79663.1,MS2,FragmentA and FragmentB,[PC 18:2_18:2 +CH3COO]-,FA 18:2 (+O),FA 18:2 (+O),,1884841.8,1951068.2,2294005.8,0.0,2021660.9,0.0,1833034.7,1893548.0,2164462.4,2187325.0,2135958.0,2215393.8,147128.1,112970.8,198489.1,0.0,109004.5,0.0,120193.2,111177.3,173111.1,138694.3,129106.5,159326.3,147128.1,112970.8,198489.1,0.0,109004.5,0.0,120193.2,111177.3,173111.1,138694.3,129106.5,159326.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.39,0.39,,279.2330627441406,279.2330627441406,,-H+,-H+,,C18 H31 O2,C18 H31 O2,,C44 H80 O8 N1 P1
PC 18:1_18:3,PC,840.5772499818897,,C46 H83 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,27876.7,41142.9,48382.9,0.0,27019.8,0.0,19237.2,29354.4,42636.8,31712.2,32906.0,29699.4,MS2,FragmentA and FragmentB,[PC 18:1_18:3 +CH3COO]-,FA 18:1 (+O),FA 18:3 (+O),,1884841.8,1951068.2,2294005.8,0.0,2021660.9,0.0,1833034.7,1893548.0,2164462.4,2187325.0,2135958.0,2215393.8,41132.6,35723.2,72320.3,0.0,41865.4,0.0,23876.5,45853.8,59699.6,41271.1,34259.5,34768.5,14620.7,46562.7,24445.4,0.0,12174.1,0.0,14597.9,12854.9,25573.9,22153.3,31552.6,24630.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.4,0.59,,281.24871826171875,277.21746826171875,,-H+,-H+,,C18 H33 O2,C18 H29 O2,,C44 H80 O8 N1 P1
PC 14:0_22:3,PC,842.5928824782546,,C46 H85 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,710.8,0.0,528.6,0.0,0.0,0.0,0.0,0.0,1076.1,0.0,3087.5,0.0,MS2,FragmentA and FragmentB,[PC 14:0_22:3 +CH3COO]-,FA 14:0 (+O),FA 22:3 (+O),,687282.7,0.0,936094.3,0.0,0.0,0.0,0.0,0.0,821290.0,0.0,667647.9,0.0,700.2,0.0,1059.0,0.0,0.0,0.0,0.0,0.0,1521.8,0.0,5002.3,0.0,721.5,0.0,-1.7,0.0,0.0,0.0,0.0,0.0,630.3,0.0,1172.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.29,0.74,,227.20172119140625,333.2801513671875,,-H+,-H+,,C14 H27 O2,C22 H37 O2,,C44 H82 O8 N1 P1
PC 16:1_20:2,PC,842.5928824782546,,C46 H85 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,11371.7,15819.8,12112.3,0.0,17654.5,0.0,11035.3,14467.0,18192.0,15270.6,15126.0,10886.9,MS2,FragmentA and FragmentB,[PC 16:1_20:2 +CH3COO]-,FA 16:1 (+O),FA 20:2 (+O),,687282.7,548558.8,936094.3,0.0,795346.2,0.0,602390.2,699404.5,821290.0,729738.2,667647.9,689225.7,17984.9,23068.8,18839.2,0.0,28058.5,0.0,16290.3,24958.1,31812.7,24467.5,23477.9,16860.6,4758.5,8570.9,5385.5,0.0,7250.6,0.0,5780.2,3975.9,4571.2,6073.7,6774.1,4913.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.79,-0.11,,253.2177581787109,307.26422119140625,,-H+,-H+,,C16 H29 O2,C20 H35 O2,,C44 H82 O8 N1 P1
PC 16:0_20:3,PC,842.5928824782546,,C46 H85 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,324203.3,299934.5,282888.3,0.0,301448.1,0.0,247983.2,321883.9,327985.4,345434.1,375634.2,270761.4,MS2,FragmentA and FragmentB,[PC 16:0_20:3 +CH3COO]-,FA 16:0 (+O),FA 20:3 (+O),,687282.7,548558.8,936094.3,0.0,795346.2,0.0,602390.2,699404.5,821290.0,729738.2,667647.9,689225.7,344450.6,352275.8,246999.4,0.0,350179.3,0.0,264829.2,365525.5,372581.4,380510.3,454088.9,286177.7,303956.0,247593.3,318777.1,0.0,252717.0,0.0,231137.3,278242.4,283389.3,310357.9,297179.5,255345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.68,0.17,,255.2333831787109,305.2486572265625,,-H+,-H+,,C16 H31 O2,C20 H33 O2,,C44 H82 O8 N1 P1
PC 18:1_18:2,PC,842.5928824782546,,C46 H85 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,311560.9,551116.4,404306.6,0.0,312804.0,0.0,305441.3,320628.2,459872.1,385399.6,482293.7,440160.0,MS2,FragmentA and FragmentB,[PC 18:1_18:2 +CH3COO]-,FA 18:1 (+O),FA 18:2 (+O),,687282.7,548558.8,936094.3,0.0,795346.2,0.0,602390.2,699404.5,821290.0,729738.2,667647.9,689225.7,256620.7,224508.2,354780.0,0.0,253919.3,0.0,209559.9,266789.8,326179.3,248160.0,290897.1,260219.9,366501.0,877724.7,453833.2,0.0,371688.6,0.0,401322.6,374466.6,593564.9,522639.1,673690.3,620100.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.29,0.28,,281.2486877441406,279.2330322265625,,-H+,-H+,,C18 H33 O2,C18 H31 O2,,C44 H82 O8 N1 P1
PC 18:0_18:3,PC,842.5928824782546,,C46 H85 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,19795.6,26047.7,10581.5,0.0,21832.9,0.0,19710.9,29083.7,27053.2,21694.8,30148.9,19792.9,MS2,FragmentA and FragmentB,[PC 18:0_18:3 +CH3COO]-,FA 18:0 (+O),FA 18:3 (+O),,687282.7,548558.8,936094.3,0.0,795346.2,0.0,602390.2,699404.5,821290.0,729738.2,667647.9,689225.7,25722.7,34550.0,-1.7,0.0,25989.2,0.0,27964.2,34879.0,32870.3,32626.6,37647.0,29732.9,13868.4,17545.4,21164.7,0.0,17676.6,0.0,11457.6,23288.4,21236.1,10763.0,22650.9,9852.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.42,0.26,,283.2643737792969,277.2173767089844,,-H+,-H+,,C18 H35 O2,C18 H29 O2,,C44 H82 O8 N1 P1
PC 14:1_22:1,PC,844.6084561986727,,C46 H87 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,5701.3,0.0,6052.7,0.0,0.0,2842.1,0.0,0.0,1048.3,0.0,MS2,FragmentA and FragmentB,[PC 14:1_22:1 +CH3COO]-,FA 14:1 (+O),FA 22:1 (+O),,0.0,0.0,1239090.4,0.0,1020355.3,0.0,0.0,860360.3,0.0,0.0,853779.7,0.0,0.0,0.0,1743.6,0.0,2323.0,0.0,0.0,1507.1,0.0,0.0,2098.3,0.0,0.0,0.0,9659.0,0.0,9782.3,0.0,0.0,4177.1,0.0,0.0,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.61,1.58,,225.18614196777344,337.3117370605469,,-H+,-H+,,C14 H25 O2,C22 H41 O2,,C44 H84 O8 N1 P1
PC 16:1_20:1,PC,844.608485579145,,C46 H87 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,21726.1,55815.1,0.0,74108.0,0.0,14624.3,71033.6,46616.9,14077.5,21044.5,15523.0,MS2,FragmentA and FragmentB,[PC 16:1_20:1 +CH3COO]-,FA 16:1 (+O),FA 20:1 (+O),,0.0,773204.4,1239090.4,0.0,1020355.3,0.0,857003.8,860360.3,1036169.8,1032314.1,853779.7,1040352.7,0.0,41129.0,103661.4,0.0,141694.9,0.0,23106.7,134954.0,82995.2,21821.3,38915.3,26726.2,0.0,2323.2,7968.8,0.0,6521.2,0.0,6142.0,7113.2,10238.6,6333.6,3173.7,4319.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.85,0.2,,253.2177734375,309.27996826171875,,-H+,-H+,,C16 H29 O2,C20 H37 O2,,C44 H84 O8 N1 P1
PC 16:0_20:2,PC,844.6085538817599,,C46 H87 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,127759.4,86348.2,149543.7,0.0,112383.0,0.0,108450.1,104983.5,135701.6,146746.3,89668.7,121901.5,MS2,FragmentA and FragmentB,[PC 16:0_20:2 +CH3COO]-,FA 16:0 (+O),FA 20:2 (+O),,965010.0,773204.4,1239090.4,0.0,1020355.3,0.0,857003.8,860360.3,1036169.8,1032314.1,853779.7,1040352.7,133142.6,67583.1,164177.5,0.0,132325.4,0.0,118780.8,118331.9,151932.6,142445.8,51245.3,138686.8,122376.2,105113.3,134910.0,0.0,92440.7,0.0,98119.5,91635.2,119470.5,151046.8,128092.1,105116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1.56,0.39,,255.2333526611328,307.2643737792969,,-H+,-H+,,C16 H31 O2,C20 H35 O2,,C44 H84 O8 N1 P1
PC 18:1_18:1,PC,844.6085538817599,,C46 H87 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,211327.4,671324.0,330712.1,0.0,303771.5,0.0,262521.5,289126.9,431238.2,284522.0,457947.7,397045.7,MS2,FragmentA and FragmentB,[PC 18:1_18:1 +CH3COO]-,FA 18:1 (+O),FA 18:1 (+O),,965010.0,773204.4,1239090.4,0.0,1020355.3,0.0,857003.8,860360.3,1036169.8,1032314.1,853779.7,1040352.7,422654.9,1342648.0,661424.2,0.0,607543.0,0.0,525042.9,578253.8,862476.5,569044.1,915895.5,794091.4,422654.9,1342648.0,661424.2,0.0,607543.0,0.0,525042.9,578253.8,862476.5,569044.1,915895.5,794091.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.18,0.18,,281.2486572265625,281.2486572265625,,-H+,-H+,,C18 H33 O2,C18 H33 O2,,C44 H84 O8 N1 P1
PC 18:0_18:2,PC,844.6085538817599,,C46 H87 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,510739.1,340650.3,677598.6,0.0,453971.4,0.0,458795.3,461666.0,598724.8,524481.6,418954.7,494388.3,MS2,FragmentA and FragmentB,[PC 18:0_18:2 +CH3COO]-,FA 18:0 (+O),FA 18:2 (+O),,965010.0,773204.4,1239090.4,0.0,1020355.3,0.0,857003.8,860360.3,1036169.8,1032314.1,853779.7,1040352.7,312921.6,251051.0,362495.3,0.0,246306.1,0.0,281076.2,250791.9,322835.2,327403.5,280409.6,321239.2,708556.6,430249.5,992701.9,0.0,661636.8,0.0,636514.5,672540.1,874614.4,721559.7,557499.9,667537.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.09,0.39,,283.2642822265625,279.2330627441406,,-H+,-H+,,C18 H35 O2,C18 H31 O2,,C44 H84 O8 N1 P1
PC 14:0_22:1,PC,846.6241169617425,,C46 H89 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,0.0,0.0,13761.3,0.0,11900.7,0.0,0.0,14274.6,0.0,5086.9,0.0,0.0,MS2,FragmentA and FragmentB,[PC 14:0_22:1 +CH3COO]-,FA 14:0 (+O),FA 22:1 (+O),,0.0,0.0,625141.6,0.0,538247.2,0.0,0.0,442982.6,0.0,449713.7,0.0,0.0,0.0,0.0,27524.3,0.0,23803.2,0.0,0.0,27891.5,0.0,9253.7,0.0,0.0,0.0,0.0,-1.7,0.0,-1.7,0.0,0.0,657.7,0.0,920.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,1.5,2.3,,227.20199584960932,337.3119812011719,,-H+,-H+,,C14 H27 O2,C22 H41 O2,,C44 H86 O8 N1 P1
PC 16:0_20:1,PC,846.6242744865484,,C46 H89 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,105834.0,152166.3,256864.1,0.0,300610.1,0.0,101356.6,310286.2,257123.7,121286.5,171930.3,121255.1,MS2,FragmentA and FragmentB,[PC 16:0_20:1 +CH3COO]-,FA 16:0 (+O),FA 20:1 (+O),,397513.0,448853.3,625141.6,0.0,538247.2,0.0,401855.0,442982.6,513985.4,449713.7,461458.0,487905.1,143059.1,250578.1,422081.3,0.0,530694.0,0.0,135139.0,545544.8,431791.0,162496.3,275526.2,166079.7,68609.0,53754.5,91646.9,0.0,70526.1,0.0,67574.1,75027.6,82456.5,80076.7,68334.4,76430.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,1.68,0.8,,255.2333831787109,309.2801513671875,,-H+,-H+,,C16 H31 O2,C20 H37 O2,,C44 H86 O8 N1 P1
PC 18:0_18:1,PC,846.6242744865484,,C46 H89 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,434091.2,789268.4,643633.8,0.0,509276.3,0.0,436202.2,587330.6,711717.2,540709.3,766147.9,571965.1,MS2,FragmentA and FragmentB,[PC 18:0_18:1 +CH3COO]-,FA 18:0 (+O),FA 18:1 (+O),,397513.0,448853.3,625141.6,0.0,538247.2,0.0,401855.0,442982.6,513985.4,449713.7,461458.0,487905.1,324881.4,910967.8,393248.9,0.0,306024.1,0.0,358213.1,347380.8,521708.7,458730.5,713888.5,555198.8,543301.0,667569.0,894018.8,0.0,712528.4,0.0,514191.3,827280.4,901725.6,622688.2,818407.4,588731.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.2,0.29,,283.2643127441406,281.2486877441406,,-H+,-H+,,C18 H35 O2,C18 H33 O2,,C44 H86 O8 N1 P1
PC 15:0_22:5,PC,852.5770405208486,,C47 H83 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,4101.7,0.0,7988.9,0.0,0.0,0.0,0.0,9188.9,10695.2,0.0,7524.5,6368.8,MS2,FragmentA and FragmentB,[PC 15:0_22:5 +CH3COO]-,FA 15:0 (+O),FA 22:5 (+O),,47303.4,0.0,84733.9,0.0,0.0,0.0,0.0,49014.5,61432.6,0.0,29491.5,49284.6,2111.6,0.0,3741.1,0.0,0.0,0.0,0.0,1569.7,1547.3,0.0,1691.0,2471.6,6091.9,0.0,12236.8,0.0,0.0,0.0,0.0,16808.1,19843.0,0.0,13358.1,10266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,1.25,0.62,,241.2176055908203,329.2488098144531,,-H+,-H+,,C15 H29 O2,C22 H33 O2,,C45 H80 O8 N1 P1
PC 16:1_22:6,PC,862.5621786415797,,C48 H81 O10 N1 P1,,+CH3COO-,Glycerophospholipid,negative,18879.8,0.0,15639.7,0.0,0.0,0.0,0.0,12226.4,10855.2,19762.7,0.0,0.0,MS2,FragmentA and FragmentB,[PC 16:1_22:6 +CH3COO]-,FA 16:1 (+O),FA 22:6 (+O),,81801.9,0.0,47674.7,0.0,0.0,0.0,0.0,37126.1,51144.0,75118.0,0.0,0.0,22588.9,0.0,22596.3,0.0,0.0,0.0,0.0,16814.8,15147.7,21995.7,0.0,0.0,15170.7,0.0,8683.2,0.0,0.0,0.0,0.0,7637.9,6562.6,17529.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,1.61,0.98,,253.2177124023437,327.2332763671875,,-H+,-H+,,C16 H29 O2,C22 H31 O2,,C46 H78 O8 N1 P1
